row_id,row_name,date,items
10R,NHS PORTSMOUTH CCG,2017-05-01,2143
11J,NHS DORSET CCG,2017-05-01,6908
11M,NHS GLOUCESTERSHIRE CCG,2017-05-01,6483
11N,NHS KERNOW CCG,2017-05-01,6491
11X,NHS SOMERSET CCG,2017-05-01,5551
12F,NHS WIRRAL CCG,2017-05-01,4755
13T,NHS NEWCASTLE GATESHEAD CCG,2017-05-01,10151
14L,NHS MANCHESTER CCG,2017-05-01,7331
14Y,NHS BUCKINGHAMSHIRE CCG,2017-05-01,3601
15A,NHS BERKSHIRE WEST CCG,2017-05-01,3210
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-05-01,8643
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-05-01,10297
15F,NHS LEEDS CCG,2017-05-01,6773
15M,NHS DERBY AND DERBYSHIRE CCG,2017-05-01,13064
15N,NHS DEVON CCG,2017-05-01,12658
16C,NHS TEES VALLEY CCG,2017-05-01,13008
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-05-01,7654
26A,NHS NORFOLK AND WAVENEY CCG,2017-05-01,15890
27D,NHS CHESHIRE CCG,2017-05-01,9129
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-05-01,7536
36L,NHS SOUTH WEST LONDON CCG,2017-05-01,8391
42D,NHS NORTH YORKSHIRE CCG,2017-05-01,4019
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-05-01,10555
70F,NHS WEST SUSSEX CCG,2017-05-01,6572
71E,NHS LINCOLNSHIRE CCG,2017-05-01,10793
72Q,NHS SOUTH EAST LONDON CCG,2017-05-01,14047
78H,NHS NORTHAMPTONSHIRE CCG,2017-05-01,9185
84H,NHS COUNTY DURHAM CCG,2017-05-01,12477
91Q,NHS KENT AND MEDWAY CCG,2017-05-01,18816
92A,NHS SURREY HEARTLANDS CCG,2017-05-01,4985
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-05-01,9072
93C,NHS NORTH CENTRAL LONDON CCG,2017-05-01,10900
97R,NHS EAST SUSSEX CCG,2017-05-01,6762
99A,NHS LIVERPOOL CCG,2017-05-01,8449
99C,NHS NORTH TYNESIDE CCG,2017-05-01,4676
99E,NHS BASILDON AND BRENTWOOD CCG,2017-05-01,1941
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-05-01,1191
99G,NHS SOUTHEND CCG,2017-05-01,1086
A3A8R,NHS NORTH EAST LONDON CCG,2017-05-01,10433
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-05-01,9159
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-05-01,15279
D4U1Y,NHS FRIMLEY CCG,2017-05-01,4579
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-05-01,12686
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-05-01,8585
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-05-01,3907
W2U3Z,NHS NORTH WEST LONDON CCG,2017-05-01,11040
X2C4Y,NHS KIRKLEES CCG,2017-05-01,4747
00L,NHS NORTHUMBERLAND CCG,2017-06-01,6971
00N,NHS SOUTH TYNESIDE CCG,2017-06-01,3031
00P,NHS SUNDERLAND CCG,2017-06-01,6880
00Q,NHS BLACKBURN WITH DARWEN CCG,2017-06-01,2924
00R,NHS BLACKPOOL CCG,2017-06-01,4420
00T,NHS BOLTON CCG,2017-06-01,3530
00V,NHS BURY CCG,2017-06-01,2752
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2017-06-01,1844
00Y,NHS OLDHAM CCG,2017-06-01,4185
01A,NHS EAST LANCASHIRE CCG,2017-06-01,6785
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2017-06-01,3388
01E,NHS GREATER PRESTON CCG,2017-06-01,2252
01F,NHS HALTON CCG,2017-06-01,2366
01G,NHS SALFORD CCG,2017-06-01,6413
01H,NHS NORTH CUMBRIA CCG,2017-06-01,4306
01J,NHS KNOWSLEY CCG,2017-06-01,3152
01K,NHS MORECAMBE BAY CCG,2017-06-01,4760
01T,NHS SOUTH SEFTON CCG,2017-06-01,2510
01V,NHS SOUTHPORT AND FORMBY CCG,2017-06-01,1931
01W,NHS STOCKPORT CCG,2017-06-01,4365
01X,NHS ST HELENS CCG,2017-06-01,3439
01Y,NHS TAMESIDE AND GLOSSOP CCG,2017-06-01,4521
02A,NHS TRAFFORD CCG,2017-06-01,3182
02E,NHS WARRINGTON CCG,2017-06-01,1901
02G,NHS WEST LANCASHIRE CCG,2017-06-01,1859
02H,NHS WIGAN BOROUGH CCG,2017-06-01,4510
02M,NHS FYLDE AND WYRE CCG,2017-06-01,3376
02P,NHS BARNSLEY CCG,2017-06-01,4347
02Q,NHS BASSETLAW CCG,2017-06-01,1842
02T,NHS CALDERDALE CCG,2017-06-01,3196
02X,NHS DONCASTER CCG,2017-06-01,5009
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2017-06-01,3069
03F,NHS HULL CCG,2017-06-01,4459
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2017-06-01,2211
03K,NHS NORTH LINCOLNSHIRE CCG,2017-06-01,1927
03L,NHS ROTHERHAM CCG,2017-06-01,3101
03N,NHS SHEFFIELD CCG,2017-06-01,7213
03Q,NHS VALE OF YORK CCG,2017-06-01,2922
03R,NHS WAKEFIELD CCG,2017-06-01,4860
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2017-06-01,2659
04C,NHS LEICESTER CITY CCG,2017-06-01,2840
04V,NHS WEST LEICESTERSHIRE CCG,2017-06-01,3242
04Y,NHS CANNOCK CHASE CCG,2017-06-01,1395
05D,NHS EAST STAFFORDSHIRE CCG,2017-06-01,1337
05G,NHS NORTH STAFFORDSHIRE CCG,2017-06-01,2879
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2017-06-01,2463
05V,NHS STAFFORD AND SURROUNDS CCG,2017-06-01,1458
05W,NHS STOKE ON TRENT CCG,2017-06-01,4627
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2017-06-01,9791
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-06-01,5273
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-06-01,4773
06N,NHS HERTS VALLEYS CCG,2017-06-01,4511
06Q,NHS MID ESSEX CCG,2017-06-01,2763
06T,NHS NORTH EAST ESSEX CCG,2017-06-01,4022
07G,NHS THURROCK CCG,2017-06-01,1330
07H,NHS WEST ESSEX CCG,2017-06-01,1903
07K,NHS WEST SUFFOLK CCG,2017-06-01,3085
09D,NHS BRIGHTON AND HOVE CCG,2017-06-01,4083
10Q,NHS OXFORDSHIRE CCG,2017-06-01,5973
10R,NHS PORTSMOUTH CCG,2017-06-01,2045
11J,NHS DORSET CCG,2017-06-01,6913
11M,NHS GLOUCESTERSHIRE CCG,2017-06-01,6529
11N,NHS KERNOW CCG,2017-06-01,6430
11X,NHS SOMERSET CCG,2017-06-01,5591
12F,NHS WIRRAL CCG,2017-06-01,4858
13T,NHS NEWCASTLE GATESHEAD CCG,2017-06-01,10358
14L,NHS MANCHESTER CCG,2017-06-01,7516
14Y,NHS BUCKINGHAMSHIRE CCG,2017-06-01,3567
15A,NHS BERKSHIRE WEST CCG,2017-06-01,3247
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-06-01,8596
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-06-01,10521
15F,NHS LEEDS CCG,2017-06-01,7036
15M,NHS DERBY AND DERBYSHIRE CCG,2017-06-01,13050
15N,NHS DEVON CCG,2017-06-01,12910
16C,NHS TEES VALLEY CCG,2017-06-01,13052
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-06-01,7916
26A,NHS NORFOLK AND WAVENEY CCG,2017-06-01,15758
27D,NHS CHESHIRE CCG,2017-06-01,9491
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-06-01,7517
36L,NHS SOUTH WEST LONDON CCG,2017-06-01,8618
42D,NHS NORTH YORKSHIRE CCG,2017-06-01,4130
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-06-01,10899
70F,NHS WEST SUSSEX CCG,2017-06-01,6620
71E,NHS LINCOLNSHIRE CCG,2017-06-01,10946
72Q,NHS SOUTH EAST LONDON CCG,2017-06-01,13984
78H,NHS NORTHAMPTONSHIRE CCG,2017-06-01,9444
84H,NHS COUNTY DURHAM CCG,2017-06-01,12878
91Q,NHS KENT AND MEDWAY CCG,2017-06-01,19041
92A,NHS SURREY HEARTLANDS CCG,2017-06-01,4933
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-06-01,9363
93C,NHS NORTH CENTRAL LONDON CCG,2017-06-01,11177
97R,NHS EAST SUSSEX CCG,2017-06-01,6913
99A,NHS LIVERPOOL CCG,2017-06-01,8393
99C,NHS NORTH TYNESIDE CCG,2017-06-01,4743
99E,NHS BASILDON AND BRENTWOOD CCG,2017-06-01,1930
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-06-01,1256
99G,NHS SOUTHEND CCG,2017-06-01,1182
A3A8R,NHS NORTH EAST LONDON CCG,2017-06-01,10742
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-06-01,9595
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-06-01,15314
D4U1Y,NHS FRIMLEY CCG,2017-06-01,4611
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-06-01,12908
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-06-01,8845
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-06-01,4059
W2U3Z,NHS NORTH WEST LONDON CCG,2017-06-01,11141
X2C4Y,NHS KIRKLEES CCG,2017-06-01,4747
00L,NHS NORTHUMBERLAND CCG,2017-07-01,6640
00N,NHS SOUTH TYNESIDE CCG,2017-07-01,2893
00P,NHS SUNDERLAND CCG,2017-07-01,6542
00Q,NHS BLACKBURN WITH DARWEN CCG,2017-07-01,2866
00R,NHS BLACKPOOL CCG,2017-07-01,4218
00T,NHS BOLTON CCG,2017-07-01,3470
00V,NHS BURY CCG,2017-07-01,2576
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2017-07-01,1833
00Y,NHS OLDHAM CCG,2017-07-01,4058
01A,NHS EAST LANCASHIRE CCG,2017-07-01,6404
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2017-07-01,3405
01E,NHS GREATER PRESTON CCG,2017-07-01,2287
01F,NHS HALTON CCG,2017-07-01,2213
01G,NHS SALFORD CCG,2017-07-01,6380
01H,NHS NORTH CUMBRIA CCG,2017-07-01,4311
01J,NHS KNOWSLEY CCG,2017-07-01,3114
01K,NHS MORECAMBE BAY CCG,2017-07-01,4773
01T,NHS SOUTH SEFTON CCG,2017-07-01,2411
01V,NHS SOUTHPORT AND FORMBY CCG,2017-07-01,1888
01W,NHS STOCKPORT CCG,2017-07-01,4181
01X,NHS ST HELENS CCG,2017-07-01,3432
01Y,NHS TAMESIDE AND GLOSSOP CCG,2017-07-01,4424
02A,NHS TRAFFORD CCG,2017-07-01,3052
02D,NHS VALE ROYAL CCG,2017-07-01,1
02E,NHS WARRINGTON CCG,2017-07-01,1929
02G,NHS WEST LANCASHIRE CCG,2017-07-01,1803
02H,NHS WIGAN BOROUGH CCG,2017-07-01,4321
02M,NHS FYLDE AND WYRE CCG,2017-07-01,3353
02P,NHS BARNSLEY CCG,2017-07-01,4210
02Q,NHS BASSETLAW CCG,2017-07-01,1710
02T,NHS CALDERDALE CCG,2017-07-01,3116
02X,NHS DONCASTER CCG,2017-07-01,4826
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2017-07-01,2836
03F,NHS HULL CCG,2017-07-01,4253
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2017-07-01,2225
03K,NHS NORTH LINCOLNSHIRE CCG,2017-07-01,1810
03L,NHS ROTHERHAM CCG,2017-07-01,3052
03N,NHS SHEFFIELD CCG,2017-07-01,7033
03Q,NHS VALE OF YORK CCG,2017-07-01,2872
03R,NHS WAKEFIELD CCG,2017-07-01,4654
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2017-07-01,2528
04C,NHS LEICESTER CITY CCG,2017-07-01,2832
04V,NHS WEST LEICESTERSHIRE CCG,2017-07-01,3161
04Y,NHS CANNOCK CHASE CCG,2017-07-01,1367
05D,NHS EAST STAFFORDSHIRE CCG,2017-07-01,1284
05G,NHS NORTH STAFFORDSHIRE CCG,2017-07-01,2700
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2017-07-01,2420
05V,NHS STAFFORD AND SURROUNDS CCG,2017-07-01,1482
05W,NHS STOKE ON TRENT CCG,2017-07-01,4554
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2017-07-01,9581
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-07-01,5082
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-07-01,4590
06N,NHS HERTS VALLEYS CCG,2017-07-01,4549
06Q,NHS MID ESSEX CCG,2017-07-01,2721
06T,NHS NORTH EAST ESSEX CCG,2017-07-01,3974
07G,NHS THURROCK CCG,2017-07-01,1340
07H,NHS WEST ESSEX CCG,2017-07-01,1825
07K,NHS WEST SUFFOLK CCG,2017-07-01,2972
09D,NHS BRIGHTON AND HOVE CCG,2017-07-01,3980
10Q,NHS OXFORDSHIRE CCG,2017-07-01,5917
10R,NHS PORTSMOUTH CCG,2017-07-01,2020
11J,NHS DORSET CCG,2017-07-01,6663
11M,NHS GLOUCESTERSHIRE CCG,2017-07-01,6335
11N,NHS KERNOW CCG,2017-07-01,6371
11X,NHS SOMERSET CCG,2017-07-01,5428
12F,NHS WIRRAL CCG,2017-07-01,4730
13T,NHS NEWCASTLE GATESHEAD CCG,2017-07-01,10169
14L,NHS MANCHESTER CCG,2017-07-01,7001
14Y,NHS BUCKINGHAMSHIRE CCG,2017-07-01,3418
15A,NHS BERKSHIRE WEST CCG,2017-07-01,3184
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-07-01,8527
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-07-01,10100
15F,NHS LEEDS CCG,2017-07-01,6745
15M,NHS DERBY AND DERBYSHIRE CCG,2017-07-01,12774
15N,NHS DEVON CCG,2017-07-01,12603
16C,NHS TEES VALLEY CCG,2017-07-01,12924
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-07-01,7591
26A,NHS NORFOLK AND WAVENEY CCG,2017-07-01,15828
27D,NHS CHESHIRE CCG,2017-07-01,9059
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-07-01,7416
36L,NHS SOUTH WEST LONDON CCG,2017-07-01,8630
42D,NHS NORTH YORKSHIRE CCG,2017-07-01,3907
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-07-01,10607
70F,NHS WEST SUSSEX CCG,2017-07-01,6291
71E,NHS LINCOLNSHIRE CCG,2017-07-01,10708
72Q,NHS SOUTH EAST LONDON CCG,2017-07-01,13748
78H,NHS NORTHAMPTONSHIRE CCG,2017-07-01,9103
84H,NHS COUNTY DURHAM CCG,2017-07-01,12294
91Q,NHS KENT AND MEDWAY CCG,2017-07-01,18688
92A,NHS SURREY HEARTLANDS CCG,2017-07-01,4870
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-07-01,9173
93C,NHS NORTH CENTRAL LONDON CCG,2017-07-01,10793
97R,NHS EAST SUSSEX CCG,2017-07-01,6631
99A,NHS LIVERPOOL CCG,2017-07-01,8274
99C,NHS NORTH TYNESIDE CCG,2017-07-01,4635
99E,NHS BASILDON AND BRENTWOOD CCG,2017-07-01,1973
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-07-01,1230
99G,NHS SOUTHEND CCG,2017-07-01,1106
A3A8R,NHS NORTH EAST LONDON CCG,2017-07-01,10538
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-07-01,9136
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-07-01,14737
D4U1Y,NHS FRIMLEY CCG,2017-07-01,4549
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-07-01,12553
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-07-01,8536
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-07-01,3822
W2U3Z,NHS NORTH WEST LONDON CCG,2017-07-01,11065
X2C4Y,NHS KIRKLEES CCG,2017-07-01,4634
00L,NHS NORTHUMBERLAND CCG,2017-08-01,7088
