row_id,row_name,date,items,quantity,quantity_per_item
02H,NHS WIGAN BOROUGH CCG,2016-05-01,3858,460085,119.25479523068948
02M,NHS FYLDE AND WYRE CCG,2016-05-01,2794,297874,106.61202576950609
02P,NHS BARNSLEY CCG,2016-05-01,3431,343899,100.23287671232876
02Q,NHS BASSETLAW CCG,2016-05-01,1530,165933,108.45294117647059
02T,NHS CALDERDALE CCG,2016-05-01,2623,238313,90.85512771635531
02X,NHS DONCASTER CCG,2016-05-01,4263,475192,111.46891860192353
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2016-05-01,2671,298076,111.59715462373643
03F,NHS HULL CCG,2016-05-01,3744,332181,88.7235576923077
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2016-05-01,1900,190374,100.19684210526316
03K,NHS NORTH LINCOLNSHIRE CCG,2016-05-01,1591,163292,102.634820867379
03L,NHS ROTHERHAM CCG,2016-05-01,2668,301427,112.97863568215892
03N,NHS SHEFFIELD CCG,2016-05-01,6131,633034,103.25134562061653
03Q,NHS VALE OF YORK CCG,2016-05-01,2618,355859,135.92780748663102
03R,NHS WAKEFIELD CCG,2016-05-01,4103,445125,108.48769193273215
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2016-05-01,2248,258231,114.87144128113879
04C,NHS LEICESTER CITY CCG,2016-05-01,2622,267255,101.9279176201373
04V,NHS WEST LEICESTERSHIRE CCG,2016-05-01,2881,339642,117.89031586254772
04Y,NHS CANNOCK CHASE CCG,2016-05-01,1265,140339,110.9399209486166
05D,NHS EAST STAFFORDSHIRE CCG,2016-05-01,1076,127403,118.4042750929368
05G,NHS NORTH STAFFORDSHIRE CCG,2016-05-01,2239,244114,109.02813756141134
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2016-05-01,2312,222964,96.43771626297578
05V,NHS STAFFORD AND SURROUNDS CCG,2016-05-01,1160,130004,112.07241379310345
05W,NHS STOKE ON TRENT CCG,2016-05-01,3657,364014,99.53896636587366
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2016-05-01,8470,934863,110.37343565525384
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2016-05-01,4432,454337,102.51286101083032
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2016-05-01,3911,467120,119.43748401943238
06N,NHS HERTS VALLEYS CCG,2016-05-01,3966,399118,100.63489662128089
06Q,NHS MID ESSEX CCG,2016-05-01,2351,238825,101.58443215652913
06T,NHS NORTH EAST ESSEX CCG,2016-05-01,3604,358268,99.40843507214207
07G,NHS THURROCK CCG,2016-05-01,1098,111623,101.66029143897997
07H,NHS WEST ESSEX CCG,2016-05-01,1563,168543,107.83301343570058
07K,NHS WEST SUFFOLK CCG,2016-05-01,2721,281669,103.51672179345829
09D,NHS BRIGHTON AND HOVE CCG,2016-05-01,3514,310641,88.40096755833808
10Q,NHS OXFORDSHIRE CCG,2016-05-01,5285,582860,110.28571428571429
10R,NHS PORTSMOUTH CCG,2016-05-01,1773,202437,114.17766497461929
11J,NHS DORSET CCG,2016-05-01,5824,688463,118.21136675824175
11M,NHS GLOUCESTERSHIRE CCG,2016-05-01,5858,555021,94.74581768521679
11N,NHS KERNOW CCG,2016-05-01,5945,693520,116.6560134566863
11X,NHS SOMERSET CCG,2016-05-01,4930,616504,125.05152129817444
12F,NHS WIRRAL CCG,2016-05-01,4069,458002,112.55885967068076
13T,NHS NEWCASTLE GATESHEAD CCG,2016-05-01,8577,772013,90.00967704325522
14L,NHS MANCHESTER CCG,2016-05-01,6358,619531,97.44117647058823
14Y,NHS BUCKINGHAMSHIRE CCG,2016-05-01,3183,375886,118.09173735469683
15A,NHS BERKSHIRE WEST CCG,2016-05-01,2765,315607,114.14358047016275
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2016-05-01,7458,717191,96.16398498256905
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2016-05-01,9441,1091870,115.65194365003707
15F,NHS LEEDS CCG,2016-05-01,5822,575597,98.86585365853658
15M,NHS DERBY AND DERBYSHIRE CCG,2016-05-01,11232,1421739,126.57932692307692
15N,NHS DEVON CCG,2016-05-01,11315,1242967,109.85125939019001
16C,NHS TEES VALLEY CCG,2016-05-01,11133,1130395,101.53552501571903
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2016-05-01,6598,737182,111.7280994240679
26A,NHS NORFOLK AND WAVENEY CCG,2016-05-01,14209,1612458,113.48145541558168
27D,NHS CHESHIRE CCG,2016-05-01,8166,896519,109.78679892236102
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2016-05-01,6695,666595,99.56609410007468
36L,NHS SOUTH WEST LONDON CCG,2016-05-01,7435,627903,84.45232010759919
42D,NHS NORTH YORKSHIRE CCG,2016-05-01,3615,436886,120.8536652835408
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2016-05-01,9309,1146746,123.18680846492641
70F,NHS WEST SUSSEX CCG,2016-05-01,5581,645857,115.72424296721017
71E,NHS LINCOLNSHIRE CCG,2016-05-01,9499,907333,95.51879145173176
72Q,NHS SOUTH EAST LONDON CCG,2016-05-01,11940,1160169,97.16658291457287
78H,NHS NORTHAMPTONSHIRE CCG,2016-05-01,8030,908531,113.14209215442092
84H,NHS COUNTY DURHAM CCG,2016-05-01,10781,1072185,99.45134959651239
91Q,NHS KENT AND MEDWAY CCG,2016-05-01,16676,1793165,107.5296833773087
92A,NHS SURREY HEARTLANDS CCG,2016-05-01,4337,494362,113.98708784874337
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2016-05-01,8292,903121,108.91473709599614
93C,NHS NORTH CENTRAL LONDON CCG,2016-05-01,9342,939071,100.52140869192893
97R,NHS EAST SUSSEX CCG,2016-05-01,5797,638614,110.16284284974986
99A,NHS LIVERPOOL CCG,2016-05-01,7059,772236,109.39736506587336
99C,NHS NORTH TYNESIDE CCG,2016-05-01,3885,345277,88.87438867438867
99E,NHS BASILDON AND BRENTWOOD CCG,2016-05-01,1687,180291,106.87077652637818
99F,NHS CASTLE POINT AND ROCHFORD CCG,2016-05-01,938,109040,116.24733475479744
99G,NHS SOUTHEND CCG,2016-05-01,950,101016,106.33263157894737
A3A8R,NHS NORTH EAST LONDON CCG,2016-05-01,8991,795786,88.50917584250918
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2016-05-01,7690,800719,104.12470741222367
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2016-05-01,13361,1438707,107.67958985105905
D4U1Y,NHS FRIMLEY CCG,2016-05-01,4008,434230,108.34081836327346
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2016-05-01,10879,1443134,132.65318503538927
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2016-05-01,7642,842269,110.21578120910756
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2016-05-01,3500,429179,122.62257142857143
W2U3Z,NHS NORTH WEST LONDON CCG,2016-05-01,9153,792969,86.63487381186496
X2C4Y,NHS KIRKLEES CCG,2016-05-01,4226,384477,90.97893989588263
00L,NHS NORTHUMBERLAND CCG,2016-06-01,5814,597323,102.73873409012728
00N,NHS SOUTH TYNESIDE CCG,2016-06-01,2886,280932,97.34303534303534
00P,NHS SUNDERLAND CCG,2016-06-01,5895,476052,80.75521628498728
00Q,NHS BLACKBURN WITH DARWEN CCG,2016-06-01,2742,288620,105.25893508388037
00R,NHS BLACKPOOL CCG,2016-06-01,3729,367475,98.54518637704479
00T,NHS BOLTON CCG,2016-06-01,3128,359207,114.83599744245524
00V,NHS BURY CCG,2016-06-01,2672,301539,112.85142215568862
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2016-06-01,1664,170546,102.49158653846153
00Y,NHS OLDHAM CCG,2016-06-01,3686,389412,105.6462289744981
01A,NHS EAST LANCASHIRE CCG,2016-06-01,5761,655273,113.74292657524735
01C,NHS EASTERN CHESHIRE CCG,2016-06-01,1,60,60
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2016-06-01,2909,325424,111.86799587487108
01E,NHS GREATER PRESTON CCG,2016-06-01,1974,176991,89.66109422492401
01F,NHS HALTON CCG,2016-06-01,2006,242001,120.63858424725822
01G,NHS SALFORD CCG,2016-06-01,5606,500751,89.32411701748127
01H,NHS NORTH CUMBRIA CCG,2016-06-01,3598,393160,109.27181767648693
01J,NHS KNOWSLEY CCG,2016-06-01,2818,319929,113.53051809794181
01K,NHS MORECAMBE BAY CCG,2016-06-01,3981,432901,108.74177342376288
01T,NHS SOUTH SEFTON CCG,2016-06-01,2330,266303,114.2931330472103
01V,NHS SOUTHPORT AND FORMBY CCG,2016-06-01,1693,189391,111.86709982279976
01W,NHS STOCKPORT CCG,2016-06-01,4031,429907,106.65021086579013
01X,NHS ST HELENS CCG,2016-06-01,2947,319848,108.53342382083474
01Y,NHS TAMESIDE AND GLOSSOP CCG,2016-06-01,4360,475773,109.12224770642202
02A,NHS TRAFFORD CCG,2016-06-01,2934,261038,88.97000681663259
02E,NHS WARRINGTON CCG,2016-06-01,1829,227374,124.31601968288682
02G,NHS WEST LANCASHIRE CCG,2016-06-01,1614,169742,105.16852540272615
02H,NHS WIGAN BOROUGH CCG,2016-06-01,4165,500859,120.25426170468187
02M,NHS FYLDE AND WYRE CCG,2016-06-01,3097,326094,105.29350984824023
02P,NHS BARNSLEY CCG,2016-06-01,3730,371696,99.65040214477212
02Q,NHS BASSETLAW CCG,2016-06-01,1604,177315,110.54551122194513
02T,NHS CALDERDALE CCG,2016-06-01,2786,249184,89.44149318018665
02X,NHS DONCASTER CCG,2016-06-01,4490,503653,112.17216035634743
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2016-06-01,2951,334961,113.50762453405625
03F,NHS HULL CCG,2016-06-01,3862,352039,91.15458311755567
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2016-06-01,1941,189860,97.81555899021123
03K,NHS NORTH LINCOLNSHIRE CCG,2016-06-01,1652,170668,103.30992736077482
03L,NHS ROTHERHAM CCG,2016-06-01,2841,323244,113.77824709609293
03N,NHS SHEFFIELD CCG,2016-06-01,6146,632386,102.89391474129515
03Q,NHS VALE OF YORK CCG,2016-06-01,2791,379489,135.96882837692584
03R,NHS WAKEFIELD CCG,2016-06-01,4368,473260,108.34706959706959
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2016-06-01,2632,303885,115.45782674772036
04C,NHS LEICESTER CITY CCG,2016-06-01,2622,272627,103.97673531655225
04V,NHS WEST LEICESTERSHIRE CCG,2016-06-01,3029,357086,117.88907230108947
04Y,NHS CANNOCK CHASE CCG,2016-06-01,1289,138996,107.83242823894491
05D,NHS EAST STAFFORDSHIRE CCG,2016-06-01,1171,134180,114.58582408198122
05G,NHS NORTH STAFFORDSHIRE CCG,2016-06-01,2458,266895,108.58218063466232
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2016-06-01,2451,228068,93.05099959200327
05V,NHS STAFFORD AND SURROUNDS CCG,2016-06-01,1288,150907,117.1638198757764
05W,NHS STOKE ON TRENT CCG,2016-06-01,4091,404862,98.96406746516745
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2016-06-01,9095,993591,109.2458493677845
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2016-06-01,4578,478582,104.5395369156837
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2016-06-01,4146,498559,120.25060299083454
06N,NHS HERTS VALLEYS CCG,2016-06-01,4167,424082,101.77153827693785
06Q,NHS MID ESSEX CCG,2016-06-01,2350,237279,100.96978723404256
06T,NHS NORTH EAST ESSEX CCG,2016-06-01,3852,387872,100.69366562824507
07G,NHS THURROCK CCG,2016-06-01,1176,114178,97.09013605442176
07H,NHS WEST ESSEX CCG,2016-06-01,1662,177835,107.00060168471721
07K,NHS WEST SUFFOLK CCG,2016-06-01,2881,308735,107.16244359597361
09D,NHS BRIGHTON AND HOVE CCG,2016-06-01,3582,317247,88.56700167504188
10Q,NHS OXFORDSHIRE CCG,2016-06-01,5451,604807,110.95340304531278
10R,NHS PORTSMOUTH CCG,2016-06-01,1801,207567,115.25097168239867
11J,NHS DORSET CCG,2016-06-01,5984,702670,117.42479946524064
11M,NHS GLOUCESTERSHIRE CCG,2016-06-01,6009,571956,95.18322516225662
11N,NHS KERNOW CCG,2016-06-01,6289,730759,116.1963746223565
11X,NHS SOMERSET CCG,2016-06-01,5324,665238,124.95078888054094
12F,NHS WIRRAL CCG,2016-06-01,4232,491473,116.13256143667297
13T,NHS NEWCASTLE GATESHEAD CCG,2016-06-01,9385,833755,88.83910495471497
14L,NHS MANCHESTER CCG,2016-06-01,6903,660114,95.62711864406779
14Y,NHS BUCKINGHAMSHIRE CCG,2016-06-01,3256,381222,117.08292383292384
15A,NHS BERKSHIRE WEST CCG,2016-06-01,2888,325108,112.57202216066482
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2016-06-01,8094,765523,94.57907091672844
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2016-06-01,9623,1105206,114.85046243375247
15F,NHS LEEDS CCG,2016-06-01,6087,602186,98.92985050106785
15M,NHS DERBY AND DERBYSHIRE CCG,2016-06-01,11490,1443542,125.63463881636206
15N,NHS DEVON CCG,2016-06-01,12217,1302727,106.63231562576738
16C,NHS TEES VALLEY CCG,2016-06-01,11541,1175218,101.82982410536349
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2016-06-01,7164,806218,112.53740926856504
26A,NHS NORFOLK AND WAVENEY CCG,2016-06-01,14711,1666921,113.31119570389504
27D,NHS CHESHIRE CCG,2016-06-01,8607,935526,108.69362147089578
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2016-06-01,7155,701548,98.05003494060098
36L,NHS SOUTH WEST LONDON CCG,2016-06-01,7679,684631,89.15627034770152
42D,NHS NORTH YORKSHIRE CCG,2016-06-01,3757,458991,122.16955017301038
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2016-06-01,9727,1203455,123.72314177033
70F,NHS WEST SUSSEX CCG,2016-06-01,5911,677216,114.56877008966335
71E,NHS LINCOLNSHIRE CCG,2016-06-01,9921,941976,94.94768672512852
72Q,NHS SOUTH EAST LONDON CCG,2016-06-01,12660,1227768,96.98009478672986
78H,NHS NORTHAMPTONSHIRE CCG,2016-06-01,8492,953935,112.33337258596326
84H,NHS COUNTY DURHAM CCG,2016-06-01,10999,1077030,97.9207200654605
91Q,NHS KENT AND MEDWAY CCG,2016-06-01,17082,1839611,107.69295164500645
92A,NHS SURREY HEARTLANDS CCG,2016-06-01,4533,523517,115.49018310169865
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2016-06-01,8452,913523,108.08364884051112
93C,NHS NORTH CENTRAL LONDON CCG,2016-06-01,9657,980649,101.5479962721342
97R,NHS EAST SUSSEX CCG,2016-06-01,6021,648786,107.7538614848032
99A,NHS LIVERPOOL CCG,2016-06-01,7269,810869,111.55165772458385
99C,NHS NORTH TYNESIDE CCG,2016-06-01,4099,366363,89.37862893388632
99E,NHS BASILDON AND BRENTWOOD CCG,2016-06-01,1713,187479,109.44483362521892
99F,NHS CASTLE POINT AND ROCHFORD CCG,2016-06-01,1013,118058,116.54294175715695
99G,NHS SOUTHEND CCG,2016-06-01,957,115076,120.2466039707419
A3A8R,NHS NORTH EAST LONDON CCG,2016-06-01,9727,856623,88.0665158836229
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2016-06-01,8363,867123,103.685639124716
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2016-06-01,13836,1483736,107.23735183579069
D4U1Y,NHS FRIMLEY CCG,2016-06-01,4208,444483,105.62808935361217
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2016-06-01,11535,1517298,131.53862158647595
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2016-06-01,8112,904256,111.47140039447731
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2016-06-01,3538,430223,121.60062182023742
W2U3Z,NHS NORTH WEST LONDON CCG,2016-06-01,9427,825885,87.60846504720483
X2C4Y,NHS KIRKLEES CCG,2016-06-01,4270,392878,92.00889929742388
00L,NHS NORTHUMBERLAND CCG,2016-07-01,5782,590467,102.1215842269111
00N,NHS SOUTH TYNESIDE CCG,2016-07-01,2777,271989,97.9434641699676
00P,NHS SUNDERLAND CCG,2016-07-01,5799,464769,80.14640455250905
00Q,NHS BLACKBURN WITH DARWEN CCG,2016-07-01,2568,265520,103.39563862928348
00R,NHS BLACKPOOL CCG,2016-07-01,3535,352574,99.73804809052334
00T,NHS BOLTON CCG,2016-07-01,3257,372494,114.3672090881179
00V,NHS BURY CCG,2016-07-01,2533,281586,111.16699565732333
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2016-07-01,1716,178830,104.2132867132867
00Y,NHS OLDHAM CCG,2016-07-01,3658,387967,106.05986878075451
01A,NHS EAST LANCASHIRE CCG,2016-07-01,5710,653985,114.53327495621717
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2016-07-01,2797,311245,111.27815516624955
01E,NHS GREATER PRESTON CCG,2016-07-01,1941,182315,93.92838742916022
01F,NHS HALTON CCG,2016-07-01,2182,256539,117.570577451879
01G,NHS SALFORD CCG,2016-07-01,5582,501449,89.8332139018273
01H,NHS NORTH CUMBRIA CCG,2016-07-01,3559,391486,109.99887608878899
01J,NHS KNOWSLEY CCG,2016-07-01,2749,309295,112.51182248090214
01K,NHS MORECAMBE BAY CCG,2016-07-01,4054,445844,109.97631968426246
01T,NHS SOUTH SEFTON CCG,2016-07-01,2397,275816,115.0671672924489
01V,NHS SOUTHPORT AND FORMBY CCG,2016-07-01,1649,184339,111.7883565797453
01W,NHS STOCKPORT CCG,2016-07-01,3784,400812,105.92283298097252
01X,NHS ST HELENS CCG,2016-07-01,3091,339052,109.69006793917826
01Y,NHS TAMESIDE AND GLOSSOP CCG,2016-07-01,4227,466487,110.35888336881949
02A,NHS TRAFFORD CCG,2016-07-01,2782,251305,90.33249460819555
02E,NHS WARRINGTON CCG,2016-07-01,1811,226503,125.07067918277195
02G,NHS WEST LANCASHIRE CCG,2016-07-01,1641,177874,108.39366240097502
02H,NHS WIGAN BOROUGH CCG,2016-07-01,4000,475559,118.88975
02M,NHS FYLDE AND WYRE CCG,2016-07-01,3047,322166,105.7321956022317
02P,NHS BARNSLEY CCG,2016-07-01,3565,358446,100.54586255259467
02Q,NHS BASSETLAW CCG,2016-07-01,1514,169359,111.86195508586526
02T,NHS CALDERDALE CCG,2016-07-01,2675,245601,91.81345794392523
02X,NHS DONCASTER CCG,2016-07-01,4267,473466,110.95992500585892
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2016-07-01,2696,300673,111.52559347181008
03F,NHS HULL CCG,2016-07-01,3810,346922,91.05564304461942
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2016-07-01,2028,195548,96.4240631163708
03K,NHS NORTH LINCOLNSHIRE CCG,2016-07-01,1662,171780,103.35740072202167
03L,NHS ROTHERHAM CCG,2016-07-01,2675,301437,112.68672897196262
03N,NHS SHEFFIELD CCG,2016-07-01,6091,622809,102.25069775077984
03Q,NHS VALE OF YORK CCG,2016-07-01,2732,363751,133.14458272327965
03R,NHS WAKEFIELD CCG,2016-07-01,4199,453820,108.07811383662776
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2016-07-01,2410,279548,115.99502074688796
04C,NHS LEICESTER CITY CCG,2016-07-01,2528,261986,103.63370253164557
04V,NHS WEST LEICESTERSHIRE CCG,2016-07-01,2878,335543,116.58895066018069
04Y,NHS CANNOCK CHASE CCG,2016-07-01,1210,135164,111.70578512396695
05D,NHS EAST STAFFORDSHIRE CCG,2016-07-01,1139,130142,114.25987708516243
05G,NHS NORTH STAFFORDSHIRE CCG,2016-07-01,2305,254232,110.29587852494576
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2016-07-01,2336,225871,96.69135273972603
05V,NHS STAFFORD AND SURROUNDS CCG,2016-07-01,1310,148283,113.19312977099237
05W,NHS STOKE ON TRENT CCG,2016-07-01,3985,401326,100.70915934755332
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2016-07-01,8892,977763,109.95985155195682
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2016-07-01,4574,476616,104.20113686051596
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2016-07-01,4079,480122,117.7058102476097
06N,NHS HERTS VALLEYS CCG,2016-07-01,4063,413785,101.84223480187053
06Q,NHS MID ESSEX CCG,2016-07-01,2371,241286,101.76549978911852
06T,NHS NORTH EAST ESSEX CCG,2016-07-01,3706,371587,100.26632487857529
07G,NHS THURROCK CCG,2016-07-01,1212,121615,100.3424092409241
07H,NHS WEST ESSEX CCG,2016-07-01,1644,173670,105.63868613138686
07K,NHS WEST SUFFOLK CCG,2016-07-01,2915,302729,103.85214408233276
09D,NHS BRIGHTON AND HOVE CCG,2016-07-01,3660,322661,88.1587431693989
10Q,NHS OXFORDSHIRE CCG,2016-07-01,5602,612147,109.27293823634416
10R,NHS PORTSMOUTH CCG,2016-07-01,1795,200920,111.93314763231197
11J,NHS DORSET CCG,2016-07-01,5890,693029,117.66196943972835
11M,NHS GLOUCESTERSHIRE CCG,2016-07-01,6049,573557,94.8184823937841
11N,NHS KERNOW CCG,2016-07-01,6129,712941,116.3225648556045
11X,NHS SOMERSET CCG,2016-07-01,5080,632632,124.53385826771654
12F,NHS WIRRAL CCG,2016-07-01,4112,462412,112.45428015564202
13T,NHS NEWCASTLE GATESHEAD CCG,2016-07-01,8883,800529,90.11921648091861
14L,NHS MANCHESTER CCG,2016-07-01,6504,625176,96.12177121771218
14Y,NHS BUCKINGHAMSHIRE CCG,2016-07-01,3312,401853,121.33242753623189
15A,NHS BERKSHIRE WEST CCG,2016-07-01,2948,336399,114.11092265943012
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2016-07-01,7773,738024,94.94712466229255
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2016-07-01,9661,1108751,114.76565572922058
15F,NHS LEEDS CCG,2016-07-01,6131,601538,98.11417387049421
15M,NHS DERBY AND DERBYSHIRE CCG,2016-07-01,11487,1449533,126.18899625663794
15N,NHS DEVON CCG,2016-07-01,11714,1274524,108.80348301178077
16C,NHS TEES VALLEY CCG,2016-07-01,11367,1164180,102.41752441277382
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2016-07-01,7005,792735,113.16702355460386
26A,NHS NORFOLK AND WAVENEY CCG,2016-07-01,14501,1641558,113.20308944210744
27D,NHS CHESHIRE CCG,2016-07-01,8382,913858,109.0262467191601
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2016-07-01,6914,680655,98.4459068556552
36L,NHS SOUTH WEST LONDON CCG,2016-07-01,7603,670041,88.12850190714192
42D,NHS NORTH YORKSHIRE CCG,2016-07-01,3623,446223,123.16395252553133
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2016-07-01,9240,1150131,124.47305194805195
70F,NHS WEST SUSSEX CCG,2016-07-01,5729,666770,116.38505847442835
71E,NHS LINCOLNSHIRE CCG,2016-07-01,9502,905876,95.33529783203537
72Q,NHS SOUTH EAST LONDON CCG,2016-07-01,12512,1223686,97.80099104859335
78H,NHS NORTHAMPTONSHIRE CCG,2016-07-01,8198,932175,113.70761161258844
84H,NHS COUNTY DURHAM CCG,2016-07-01,11036,1082829,98.11788691554911
91Q,NHS KENT AND MEDWAY CCG,2016-07-01,17069,1844760,108.07663014822192
92A,NHS SURREY HEARTLANDS CCG,2016-07-01,4552,514751,113.08238137082601
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2016-07-01,8327,908252,109.07313558304311
93C,NHS NORTH CENTRAL LONDON CCG,2016-07-01,9594,962904,100.36522826766729
97R,NHS EAST SUSSEX CCG,2016-07-01,6081,670074,110.19141588554514
99A,NHS LIVERPOOL CCG,2016-07-01,7393,812090,109.84580008115785
99C,NHS NORTH TYNESIDE CCG,2016-07-01,4086,367897,90.0384238864415
99E,NHS BASILDON AND BRENTWOOD CCG,2016-07-01,1811,192899,106.51518498067367
99F,NHS CASTLE POINT AND ROCHFORD CCG,2016-07-01,984,113469,115.3140243902439
99G,NHS SOUTHEND CCG,2016-07-01,909,106524,117.18811881188118
A3A8R,NHS NORTH EAST LONDON CCG,2016-07-01,9398,817970,87.03660353266652
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2016-07-01,8014,836993,104.44135263289243
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2016-07-01,13736,1485041,108.11306057076295
D4U1Y,NHS FRIMLEY CCG,2016-07-01,4135,462513,111.85320435308343
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2016-07-01,11370,1512135,132.9934036939314
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2016-07-01,7977,886130,111.0856211608374
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2016-07-01,3465,423946,122.35093795093795
