row_id,row_name,date,items,quantity,quantity_per_item
03F,NHS HULL CCG,2017-04-01,2867,119931,41.831531217300316
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2017-04-01,1285,57957,45.10272373540856
03K,NHS NORTH LINCOLNSHIRE CCG,2017-04-01,1875,95485,50.925333333333334
03L,NHS ROTHERHAM CCG,2017-04-01,2289,128565,56.166448230668415
03N,NHS SHEFFIELD CCG,2017-04-01,5937,259074,43.63719050025265
03Q,NHS VALE OF YORK CCG,2017-04-01,2840,150518,52.99929577464789
03R,NHS WAKEFIELD CCG,2017-04-01,3839,194355,50.626465225319095
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2017-04-01,2206,118320,53.63553943789665
04C,NHS LEICESTER CITY CCG,2017-04-01,2010,111812,55.627860696517416
04V,NHS WEST LEICESTERSHIRE CCG,2017-04-01,2826,142762,50.517338995046
04Y,NHS CANNOCK CHASE CCG,2017-04-01,1275,73554,57.68941176470588
05D,NHS EAST STAFFORDSHIRE CCG,2017-04-01,914,49811,54.49781181619256
05G,NHS NORTH STAFFORDSHIRE CCG,2017-04-01,1574,90130,57.26175349428208
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2017-04-01,2581,126472,49.001162340178226
05V,NHS STAFFORD AND SURROUNDS CCG,2017-04-01,1292,69792,54.01857585139319
05W,NHS STOKE ON TRENT CCG,2017-04-01,2472,134062,54.232200647249194
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2017-04-01,5818,294298,50.58404950154692
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-04-01,3024,147578,48.80224867724868
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-04-01,3733,182756,48.95687114920975
06N,NHS HERTS VALLEYS CCG,2017-04-01,2435,145248,59.65010266940452
06Q,NHS MID ESSEX CCG,2017-04-01,4500,222994,49.55422222222222
06T,NHS NORTH EAST ESSEX CCG,2017-04-01,5430,267623,49.286003683241255
07G,NHS THURROCK CCG,2017-04-01,1294,66680,51.530139103554866
07H,NHS WEST ESSEX CCG,2017-04-01,2060,103894,50.43398058252427
07K,NHS WEST SUFFOLK CCG,2017-04-01,2653,133110,50.17338861666038
09D,NHS BRIGHTON AND HOVE CCG,2017-04-01,3272,129717,39.64455990220049
10Q,NHS OXFORDSHIRE CCG,2017-04-01,3188,182423,57.22176913425345
10R,NHS PORTSMOUTH CCG,2017-04-01,1712,82987,48.47371495327103
11J,NHS DORSET CCG,2017-04-01,4017,259440,64.58551157580284
11M,NHS GLOUCESTERSHIRE CCG,2017-04-01,6509,275055,42.25764326317407
11N,NHS KERNOW CCG,2017-04-01,6575,298566,45.40927756653993
11X,NHS SOMERSET CCG,2017-04-01,3951,213476,54.03087825866869
12F,NHS WIRRAL CCG,2017-04-01,2922,160268,54.84873374401095
13T,NHS NEWCASTLE GATESHEAD CCG,2017-04-01,8007,289936,36.210315973523166
14L,NHS MANCHESTER CCG,2017-04-01,7357,319643,43.447464999320374
14Y,NHS BUCKINGHAMSHIRE CCG,2017-04-01,606,40558,66.92739273927393
15A,NHS BERKSHIRE WEST CCG,2017-04-01,3197,191119,59.78073193619018
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-04-01,8635,358405,41.506079907353794
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-04-01,8832,534514,60.52015398550725
15F,NHS LEEDS CCG,2017-04-01,7287,352806,48.41580897488679
15M,NHS DERBY AND DERBYSHIRE CCG,2017-04-01,5553,327353,58.95065730235908
15N,NHS DEVON CCG,2017-04-01,12814,617394,48.18120805369127
16C,NHS TEES VALLEY CCG,2017-04-01,10038,453709,45.19914325562861
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-04-01,5029,259091,51.51938755219726
26A,NHS NORFOLK AND WAVENEY CCG,2017-04-01,13430,604000,44.973938942665676
27D,NHS CHESHIRE CCG,2017-04-01,6166,320997,52.05919558871229
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-04-01,3956,188927,47.75707785642063
36L,NHS SOUTH WEST LONDON CCG,2017-04-01,9578,429512,44.843599916475256
42D,NHS NORTH YORKSHIRE CCG,2017-04-01,3749,196222,52.33982395305415
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-04-01,6581,367158,55.79060932988907
70F,NHS WEST SUSSEX CCG,2017-04-01,6260,365194,58.33769968051118
71E,NHS LINCOLNSHIRE CCG,2017-04-01,11856,578792,48.81848852901484
72Q,NHS SOUTH EAST LONDON CCG,2017-04-01,10266,543398,52.93181375413988
78H,NHS NORTHAMPTONSHIRE CCG,2017-04-01,4457,199500,44.761050033654925
84H,NHS COUNTY DURHAM CCG,2017-04-01,8536,315893,37.007146204311155
91Q,NHS KENT AND MEDWAY CCG,2017-04-01,17546,925132,52.72609141684715
92A,NHS SURREY HEARTLANDS CCG,2017-04-01,6625,386529,58.344
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-04-01,7285,338839,46.511873713109125
93C,NHS NORTH CENTRAL LONDON CCG,2017-04-01,5213,304688,58.44772683675427
97R,NHS EAST SUSSEX CCG,2017-04-01,4271,214746,50.28002809646453
99A,NHS LIVERPOOL CCG,2017-04-01,6937,318323,45.88770361827879
99C,NHS NORTH TYNESIDE CCG,2017-04-01,2984,114755,38.45676943699732
99E,NHS BASILDON AND BRENTWOOD CCG,2017-04-01,2280,136106,59.69561403508772
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-04-01,1496,88824,59.37433155080214
99G,NHS SOUTHEND CCG,2017-04-01,1750,102024,58.29942857142857
A3A8R,NHS NORTH EAST LONDON CCG,2017-04-01,13715,657894,47.96893911775428
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-04-01,5484,286738,52.28628738147338
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-04-01,10830,633148,58.46241920590951
D4U1Y,NHS FRIMLEY CCG,2017-04-01,3824,210344,55.00627615062761
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-04-01,12055,690636,57.29041891331398
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-04-01,3930,229790,58.470737913486005
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-04-01,3998,223592,55.92596298149075
W2U3Z,NHS NORTH WEST LONDON CCG,2017-04-01,14728,692280,47.00434546442151
X2C4Y,NHS KIRKLEES CCG,2017-04-01,4741,202254,42.66062012233706
00L,NHS NORTHUMBERLAND CCG,2017-05-01,3525,162823,46.190921985815606
00N,NHS SOUTH TYNESIDE CCG,2017-05-01,2345,95396,40.680597014925375
00P,NHS SUNDERLAND CCG,2017-05-01,5053,176481,34.92598456362557
00Q,NHS BLACKBURN WITH DARWEN CCG,2017-05-01,1568,77087,49.16262755102041
00R,NHS BLACKPOOL CCG,2017-05-01,1411,64765,45.900070871722185
00T,NHS BOLTON CCG,2017-05-01,3512,171716,48.894077448747154
00V,NHS BURY CCG,2017-05-01,1955,106866,54.662915601023016
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2017-05-01,1779,92383,51.92973580663294
00Y,NHS OLDHAM CCG,2017-05-01,3304,164639,49.830205811138015
01A,NHS EAST LANCASHIRE CCG,2017-05-01,3314,184306,55.614363307181655
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2017-05-01,2943,164930,56.04145429833503
01E,NHS GREATER PRESTON CCG,2017-05-01,2573,120469,46.82044306257287
01F,NHS HALTON CCG,2017-05-01,2080,105274,50.6125
01G,NHS SALFORD CCG,2017-05-01,3337,128775,38.59005094396164
01H,NHS NORTH CUMBRIA CCG,2017-05-01,2780,132368,47.614388489208636
01J,NHS KNOWSLEY CCG,2017-05-01,2896,144727,49.97479281767956
01K,NHS MORECAMBE BAY CCG,2017-05-01,3299,151044,45.78478326765686
01T,NHS SOUTH SEFTON CCG,2017-05-01,2209,108240,48.99954730647352
01V,NHS SOUTHPORT AND FORMBY CCG,2017-05-01,1667,79676,47.796040791841634
01W,NHS STOCKPORT CCG,2017-05-01,3376,159501,47.245556872037916
01X,NHS ST HELENS CCG,2017-05-01,3468,156971,45.26268742791234
01Y,NHS TAMESIDE AND GLOSSOP CCG,2017-05-01,2203,108257,49.14071720381298
02A,NHS TRAFFORD CCG,2017-05-01,3484,141646,40.65614236509759
02E,NHS WARRINGTON CCG,2017-05-01,2403,130054,54.12151477320017
02G,NHS WEST LANCASHIRE CCG,2017-05-01,1240,66700,53.79032258064516
02H,NHS WIGAN BOROUGH CCG,2017-05-01,4373,253505,57.97050080036588
02M,NHS FYLDE AND WYRE CCG,2017-05-01,1779,86090,48.392355255761665
02P,NHS BARNSLEY CCG,2017-05-01,4103,178815,43.581525712893004
02Q,NHS BASSETLAW CCG,2017-05-01,1474,75184,51.0067842605156
02T,NHS CALDERDALE CCG,2017-05-01,2441,118592,48.5833674723474
02X,NHS DONCASTER CCG,2017-05-01,3383,186791,55.214602423884124
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2017-05-01,2648,145700,55.022658610271904
03F,NHS HULL CCG,2017-05-01,3017,131099,43.4534305601591
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2017-05-01,1321,61328,46.425435276305826
03K,NHS NORTH LINCOLNSHIRE CCG,2017-05-01,2045,105155,51.42053789731052
03L,NHS ROTHERHAM CCG,2017-05-01,2561,141612,55.295587661069895
03N,NHS SHEFFIELD CCG,2017-05-01,6326,269874,42.66108125197597
03Q,NHS VALE OF YORK CCG,2017-05-01,3100,159909,51.583548387096776
03R,NHS WAKEFIELD CCG,2017-05-01,4134,204125,49.37711659409773
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2017-05-01,2407,126415,52.51973410884919
04C,NHS LEICESTER CITY CCG,2017-05-01,2271,124567,54.851166886833994
04V,NHS WEST LEICESTERSHIRE CCG,2017-05-01,3045,154780,50.83087027914614
04Y,NHS CANNOCK CHASE CCG,2017-05-01,1355,76826,56.69815498154981
05D,NHS EAST STAFFORDSHIRE CCG,2017-05-01,967,54437,56.2947259565667
05G,NHS NORTH STAFFORDSHIRE CCG,2017-05-01,1726,98155,56.86848203939745
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2017-05-01,2676,130640,48.81913303437967
05V,NHS STAFFORD AND SURROUNDS CCG,2017-05-01,1443,78262,54.23562023562024
05W,NHS STOKE ON TRENT CCG,2017-05-01,2728,148793,54.54288856304985
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2017-05-01,6785,330592,48.72394988946205
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-05-01,3252,160339,49.30473554735547
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-05-01,3885,193713,49.86177606177606
06N,NHS HERTS VALLEYS CCG,2017-05-01,2681,160817,59.98396120850429
06Q,NHS MID ESSEX CCG,2017-05-01,4782,235610,49.27017984107068
06T,NHS NORTH EAST ESSEX CCG,2017-05-01,5749,283905,49.38337102104714
07G,NHS THURROCK CCG,2017-05-01,1381,69495,50.322230267921796
07H,NHS WEST ESSEX CCG,2017-05-01,2332,115527,49.539879931389365
07K,NHS WEST SUFFOLK CCG,2017-05-01,2793,143730,51.46079484425349
09D,NHS BRIGHTON AND HOVE CCG,2017-05-01,3625,143721,39.6471724137931
10Q,NHS OXFORDSHIRE CCG,2017-05-01,3530,201273,57.01784702549575
10R,NHS PORTSMOUTH CCG,2017-05-01,1937,92208,47.603510583376355
11J,NHS DORSET CCG,2017-05-01,4497,294022,65.3818100956193
11M,NHS GLOUCESTERSHIRE CCG,2017-05-01,6938,291777,42.05491496108389
11N,NHS KERNOW CCG,2017-05-01,7410,332467,44.86734143049932
11X,NHS SOMERSET CCG,2017-05-01,4440,238189,53.64617117117117
12F,NHS WIRRAL CCG,2017-05-01,3124,170110,54.45262483994878
13T,NHS NEWCASTLE GATESHEAD CCG,2017-05-01,8542,307602,36.01053617419808
14L,NHS MANCHESTER CCG,2017-05-01,7890,351414,44.53916349809886
14Y,NHS BUCKINGHAMSHIRE CCG,2017-05-01,680,43194,63.52058823529412
15A,NHS BERKSHIRE WEST CCG,2017-05-01,3434,204345,59.50640652300524
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-05-01,9720,407839,41.958744855967076
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-05-01,9652,576928,59.772896808951515
15F,NHS LEEDS CCG,2017-05-01,7732,375264,48.53388515261252
15M,NHS DERBY AND DERBYSHIRE CCG,2017-05-01,6225,358884,57.65204819277108
15N,NHS DEVON CCG,2017-05-01,14167,685632,48.396414202018775
16C,NHS TEES VALLEY CCG,2017-05-01,11051,493984,44.70038910505836
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-05-01,5222,270995,51.89486786671773
26A,NHS NORFOLK AND WAVENEY CCG,2017-05-01,14753,672111,45.55758150884566
27D,NHS CHESHIRE CCG,2017-05-01,6749,355977,52.745147429248775
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-05-01,4351,207964,47.79682831532981
36L,NHS SOUTH WEST LONDON CCG,2017-05-01,10351,456327,44.08530576755869
42D,NHS NORTH YORKSHIRE CCG,2017-05-01,4072,214595,52.70014734774067
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-05-01,7202,396924,55.113024159955565
70F,NHS WEST SUSSEX CCG,2017-05-01,6715,386732,57.592256142963514
71E,NHS LINCOLNSHIRE CCG,2017-05-01,12891,615842,47.77301993638973
72Q,NHS SOUTH EAST LONDON CCG,2017-05-01,11346,600558,52.93125330512956
78H,NHS NORTHAMPTONSHIRE CCG,2017-05-01,4797,220495,45.96518657494267
84H,NHS COUNTY DURHAM CCG,2017-05-01,9598,348603,36.320379245676186
91Q,NHS KENT AND MEDWAY CCG,2017-05-01,19097,1010613,52.91998743258103
92A,NHS SURREY HEARTLANDS CCG,2017-05-01,7456,424617,56.949704935622314
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-05-01,7781,367112,47.18056805037913
93C,NHS NORTH CENTRAL LONDON CCG,2017-05-01,5582,329348,59.00179147259047
97R,NHS EAST SUSSEX CCG,2017-05-01,4589,228717,49.84027021137503
99A,NHS LIVERPOOL CCG,2017-05-01,7646,350845,45.88608422704682
99C,NHS NORTH TYNESIDE CCG,2017-05-01,3326,127187,38.24022850270595
99E,NHS BASILDON AND BRENTWOOD CCG,2017-05-01,2569,156627,60.96808096535617
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-05-01,1696,99410,58.614386792452834
99G,NHS SOUTHEND CCG,2017-05-01,1884,102579,54.447452229299365
A3A8R,NHS NORTH EAST LONDON CCG,2017-05-01,15275,736318,48.20412438625205
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-05-01,5873,306422,52.17469776945343
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-05-01,12063,710929,58.93467628284838
D4U1Y,NHS FRIMLEY CCG,2017-05-01,4257,239665,56.299036880432226
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-05-01,13427,754028,56.15759290980859
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-05-01,4371,249368,57.05056051246854
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-05-01,4192,243414,58.06631679389313
W2U3Z,NHS NORTH WEST LONDON CCG,2017-05-01,17000,781931,45.99594117647059
X2C4Y,NHS KIRKLEES CCG,2017-05-01,5322,221897,41.69428786170612
00L,NHS NORTHUMBERLAND CCG,2017-06-01,3743,167297,44.69596580283195
00N,NHS SOUTH TYNESIDE CCG,2017-06-01,2348,97188,41.39182282793867
00P,NHS SUNDERLAND CCG,2017-06-01,5143,180621,35.119774450709706
00Q,NHS BLACKBURN WITH DARWEN CCG,2017-06-01,1526,75321,49.35845347313237
00R,NHS BLACKPOOL CCG,2017-06-01,1459,64053,43.90198766278273
00T,NHS BOLTON CCG,2017-06-01,3691,173196,46.92386887022487
00V,NHS BURY CCG,2017-06-01,2100,113826,54.20285714285714
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2017-06-01,1826,93613,51.26670317634173
00Y,NHS OLDHAM CCG,2017-06-01,3252,165326,50.83825338253383
01A,NHS EAST LANCASHIRE CCG,2017-06-01,3430,186366,54.33411078717201
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2017-06-01,3019,169266,56.066909572706194
01E,NHS GREATER PRESTON CCG,2017-06-01,2679,123299,46.02426278462113
01F,NHS HALTON CCG,2017-06-01,2113,106997,50.63748225272125
01G,NHS SALFORD CCG,2017-06-01,3494,133532,38.21751574127075
01H,NHS NORTH CUMBRIA CCG,2017-06-01,2853,135808,47.601822642832104
01J,NHS KNOWSLEY CCG,2017-06-01,2993,152100,50.818576678917474
01K,NHS MORECAMBE BAY CCG,2017-06-01,3290,152583,46.377811550151975
01T,NHS SOUTH SEFTON CCG,2017-06-01,2296,117236,51.0609756097561
01V,NHS SOUTHPORT AND FORMBY CCG,2017-06-01,1712,82912,48.429906542056074
01W,NHS STOCKPORT CCG,2017-06-01,3389,163581,48.26822071407495
01X,NHS ST HELENS CCG,2017-06-01,3553,161297,45.39741063889671
01Y,NHS TAMESIDE AND GLOSSOP CCG,2017-06-01,2243,108585,48.41061078912171
02A,NHS TRAFFORD CCG,2017-06-01,3302,131165,39.7228952150212
02E,NHS WARRINGTON CCG,2017-06-01,2415,130372,53.98426501035197
02G,NHS WEST LANCASHIRE CCG,2017-06-01,1286,66768,51.919129082426124
02H,NHS WIGAN BOROUGH CCG,2017-06-01,4425,256001,57.85333333333333
02M,NHS FYLDE AND WYRE CCG,2017-06-01,1851,88383,47.74878444084279
02P,NHS BARNSLEY CCG,2017-06-01,4032,172109,42.685763888888886
02Q,NHS BASSETLAW CCG,2017-06-01,1560,80445,51.56730769230769
02T,NHS CALDERDALE CCG,2017-06-01,2341,112283,47.96369073045707
02X,NHS DONCASTER CCG,2017-06-01,3528,191376,54.244897959183675
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2017-06-01,2744,151413,55.17966472303207
03F,NHS HULL CCG,2017-06-01,3129,137914,44.07606263982103
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2017-06-01,1363,65063,47.73514306676449
03K,NHS NORTH LINCOLNSHIRE CCG,2017-06-01,2016,100532,49.867063492063494
03L,NHS ROTHERHAM CCG,2017-06-01,2600,145339,55.89961538461539
03N,NHS SHEFFIELD CCG,2017-06-01,6587,281597,42.75041748899347
03Q,NHS VALE OF YORK CCG,2017-06-01,3198,164907,51.5656660412758
03R,NHS WAKEFIELD CCG,2017-06-01,4360,216744,49.71192660550459
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2017-06-01,2442,127915,52.38124488124488
04C,NHS LEICESTER CITY CCG,2017-06-01,2362,127450,53.95850973751058
04V,NHS WEST LEICESTERSHIRE CCG,2017-06-01,3160,159865,50.59018987341772
04Y,NHS CANNOCK CHASE CCG,2017-06-01,1344,75462,56.14732142857143
05D,NHS EAST STAFFORDSHIRE CCG,2017-06-01,958,52702,55.012526096033405
05G,NHS NORTH STAFFORDSHIRE CCG,2017-06-01,1760,98752,56.10909090909091
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2017-06-01,2737,133564,48.79941541834125
05V,NHS STAFFORD AND SURROUNDS CCG,2017-06-01,1360,72034,52.96617647058824
05W,NHS STOKE ON TRENT CCG,2017-06-01,2739,148866,54.35049288061336
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2017-06-01,6730,329701,48.98974739970282
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-06-01,3424,166103,48.51139018691589
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-06-01,3976,194548,48.93058350100603
06N,NHS HERTS VALLEYS CCG,2017-06-01,2694,157874,58.60207869339273
06Q,NHS MID ESSEX CCG,2017-06-01,4809,232483,48.34331461842379
06T,NHS NORTH EAST ESSEX CCG,2017-06-01,5784,280862,48.55843706777317
07G,NHS THURROCK CCG,2017-06-01,1421,72314,50.88951442646024
07H,NHS WEST ESSEX CCG,2017-06-01,2356,114131,48.442699490662136
07K,NHS WEST SUFFOLK CCG,2017-06-01,2783,142482,51.197269134028026
09D,NHS BRIGHTON AND HOVE CCG,2017-06-01,3568,138641,38.85678251121076
10Q,NHS OXFORDSHIRE CCG,2017-06-01,3584,206045,57.490234375
10R,NHS PORTSMOUTH CCG,2017-06-01,1905,93430,49.044619422572175
11J,NHS DORSET CCG,2017-06-01,4531,289229,63.83337011697197
11M,NHS GLOUCESTERSHIRE CCG,2017-06-01,6952,282931,40.697784810126585
11N,NHS KERNOW CCG,2017-06-01,7457,330695,44.34692235483438
11X,NHS SOMERSET CCG,2017-06-01,4489,243390,54.21920249498775
12F,NHS WIRRAL CCG,2017-06-01,3147,168829,53.64760088973625
13T,NHS NEWCASTLE GATESHEAD CCG,2017-06-01,8802,324644,36.882981140649854
14L,NHS MANCHESTER CCG,2017-06-01,8051,353849,43.95093777170538
14Y,NHS BUCKINGHAMSHIRE CCG,2017-06-01,729,45012,61.74485596707819
15A,NHS BERKSHIRE WEST CCG,2017-06-01,3533,212317,60.09538635720351
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-06-01,9718,408376,42.02263840296357
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-06-01,9636,585791,60.79192611041926
15F,NHS LEEDS CCG,2017-06-01,8100,392104,48.4079012345679
15M,NHS DERBY AND DERBYSHIRE CCG,2017-06-01,6268,365986,58.3895979578813
15N,NHS DEVON CCG,2017-06-01,14706,707951,48.14028287773698
16C,NHS TEES VALLEY CCG,2017-06-01,11130,503956,45.27906558849955
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-06-01,5362,278941,52.02182021633719
26A,NHS NORFOLK AND WAVENEY CCG,2017-06-01,14564,661563,45.42453996154902
27D,NHS CHESHIRE CCG,2017-06-01,7071,365149,51.64036204214397
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-06-01,4628,222969,48.17826274848747
36L,NHS SOUTH WEST LONDON CCG,2017-06-01,10476,462726,44.170103092783506
42D,NHS NORTH YORKSHIRE CCG,2017-06-01,4110,215917,52.5345498783455
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-06-01,7600,418576,55.07578947368421
70F,NHS WEST SUSSEX CCG,2017-06-01,7006,406194,57.978018840993435
71E,NHS LINCOLNSHIRE CCG,2017-06-01,13116,636004,48.49069838365355
72Q,NHS SOUTH EAST LONDON CCG,2017-06-01,11331,606765,53.54911305268732
78H,NHS NORTHAMPTONSHIRE CCG,2017-06-01,4941,226255,45.7913377858733
84H,NHS COUNTY DURHAM CCG,2017-06-01,9751,360403,36.96061942364886
91Q,NHS KENT AND MEDWAY CCG,2017-06-01,19336,1023032,52.908150599917256
92A,NHS SURREY HEARTLANDS CCG,2017-06-01,7312,424909,58.111187089715536
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-06-01,8021,364270,45.41453684079292
93C,NHS NORTH CENTRAL LONDON CCG,2017-06-01,5872,336512,57.30790190735695
97R,NHS EAST SUSSEX CCG,2017-06-01,4566,227595,49.84559789750328
99A,NHS LIVERPOOL CCG,2017-06-01,7659,352032,45.96318057187622
99C,NHS NORTH TYNESIDE CCG,2017-06-01,3326,127020,38.19001803968731
99E,NHS BASILDON AND BRENTWOOD CCG,2017-06-01,2488,151671,60.961012861736336
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-06-01,1647,99144,60.19672131147541
99G,NHS SOUTHEND CCG,2017-06-01,1935,102559,53.00206718346253
A3A8R,NHS NORTH EAST LONDON CCG,2017-06-01,15596,742612,47.61554244678123
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-06-01,6066,317104,52.275634685130235
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-06-01,11984,692440,57.7803738317757
D4U1Y,NHS FRIMLEY CCG,2017-06-01,4328,235314,54.37014787430684
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-06-01,13622,772306,56.69549258552342
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-06-01,4553,262413,57.63518559191742
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-06-01,4178,235604,56.39157491622786
W2U3Z,NHS NORTH WEST LONDON CCG,2017-06-01,16667,768744,46.12371752564949
X2C4Y,NHS KIRKLEES CCG,2017-06-01,5497,231870,42.181189739858105
